300, 5621, 5629
300, 22499, 22501
301, 900, 949
301, 45300, 45301
303, 5096, 5105
303, 45904, 45905
304, 23103, 23105
305, 1848, 1873
305, 46512, 46513
307, 47124, 47125
308, 435, 533
308, 5925, 5933
308, 23715, 23717
309, 5300, 5309
309, 47740, 47741
311, 48360, 48361
312, 1505, 1537
312, 2695, 2713
312, 24335, 24337
313, 48984, 48985
315, 572, 653
315, 988, 1037
315, 1972, 1997
315, 49612, 49613
316, 6237, 6245
316, 24963, 24965
317, 50244, 50245
319, 360, 481
319, 50880, 50881
320, 999, 1049
320, 25599, 25601
321, 5720, 5729
321, 51520, 51521
323, 52164, 52165
324, 6557, 6565
324, 26243, 26245
325, 52812, 52813
327, 5936, 5945
327, 53464, 53465
328, 1665, 1697
328, 26895, 26897
329, 1080, 1129
329, 54120, 54121
331, 54780, 54781
332, 6885, 6893
332, 27555, 27557
333, 644, 725
333, 55444, 55445
335, 2232, 2257
335, 56112, 56113
336, 377, 505
336, 527, 625
336, 3127, 3145
336, 28223, 28225
337, 56784, 56785
339, 6380, 6389
339, 57460, 57461
340, 1131, 1181
340, 7221, 7229
340, 28899, 28901
341, 420, 541
341, 58140, 58141
343, 58824, 58825
344, 1833, 1865
344, 29583, 29585
345, 2368, 2393
345, 6608, 6617
345, 59512, 59513
347, 60204, 60205
348, 805, 877
348, 3355, 3373
348, 7565, 7573
348, 30275, 30277
349, 60900, 60901
351, 61600, 61601
352, 30975, 30977
353, 62304, 62305
355, 2508, 2533
355, 63012, 63013
356, 7917, 7925
356, 31683, 31685
357, 1276, 1325
357, 7076, 7085
357, 63724, 63725
359, 64440, 64441
360, 1271, 1321
360, 2009, 2041
360, 32399, 32401
361, 65160, 65161
363, 7316, 7325
363, 65884, 65885
364, 627, 725
364, 8277, 8285
364, 33123, 33125
365, 2652, 2677
365, 66612, 66613
367, 67344, 67345
368, 465, 593
368, 33855, 33857
369, 800, 881
369, 68080, 68081
371, 1380, 1429
371, 68820, 68821
372, 925, 997
372, 3835, 3853
372, 8645, 8653
372, 34595, 34597
373, 69564, 69565
375, 7808, 7817
375, 70312, 70313
376, 2193, 2225
376, 35343, 35345
377, 71064, 71065
379, 71820, 71821
380, 1419, 1469
380, 9021, 9029
380, 36099, 36101
381, 8060, 8069
381, 72580, 72581
383, 73344, 73345
384, 4087, 4105
384, 36863, 36865
385, 552, 673
385, 1488, 1537
385, 2952, 2977
385, 74112, 74113
387, 884, 965
387, 74884, 74885
388, 9405, 9413
388, 37635, 37637
389, 75660, 75661
391, 76440, 76441
392, 2385, 2417
392, 38415, 38417
393, 8576, 8585
393, 77224, 77225
395, 3108, 3133
395, 78012, 78013
396, 403, 565
396, 9797, 9805
396, 39203, 39205
397, 78804, 78805
399, 1600, 1649
399, 8840, 8849
399, 79600, 79601
400, 561, 689
400, 39999, 40001
401, 80400, 80401
403, 81204, 81205
404, 10197, 10205
404, 40803, 40805
405, 3268, 3293
405, 82012, 82013
407, 624, 745
407, 82824, 82825
408, 2585, 2617
408, 4615, 4633
408, 41615, 41617
409, 83640, 83641
411, 9380, 9389
411, 84460, 84461
412, 10605, 10613
412, 42435, 42437
413, 1716, 1765
413, 85284, 85285
415, 3432, 3457
415, 86112, 86113
416, 43263, 43265
417, 9656, 9665
417, 86944, 86945
419, 87780, 87781
420, 851, 949
420, 1189, 1261
420, 1739, 1789
420, 4891, 4909
420, 11021, 11029
420, 44099, 44101
421, 88620, 88621
423, 1064, 1145
423, 89464, 89465
424, 2793, 2825
424, 44943, 44945
425, 90312, 90313
427, 1836, 1885
427, 91164, 91165
428, 11445, 11453
428, 45795, 45797
429, 460, 629
429, 700, 821
429, 10220, 10229
429, 92020, 92021
431, 92880, 92881
432, 665, 793
432, 46655, 46657
433, 93744, 93745
435, 3772, 3797
435, 10508, 10517
435, 94612, 94613
436, 11877, 11885
436, 47523, 47525
437, 95484, 95485
439, 96360, 96361
440, 1911, 1961
440, 3009, 3041
440, 48399, 48401
441, 1160, 1241
441, 97240, 97241
443, 98124, 98125
444, 1333, 1405
444, 5467, 5485
444, 12317, 12325
444, 49283, 49285
445, 3948, 3973
445, 99012, 99013
447, 11096, 11105
447, 99904, 99905
448, 975, 1073
448, 50175, 50177
449, 100800, 100801
451, 780, 901
451, 101700, 101701
452, 12765, 12773
452, 51075, 51077
453, 11396, 11405
453, 102604, 102605
455, 528, 697
455, 2088, 2137
455, 4128, 4153
455, 103512, 103513
456, 3233, 3265
456, 5767, 5785
456, 51983, 51985
457, 104424, 104425
459, 105340, 105341
460, 2091, 2141
460, 13221, 13229
460, 52899, 52901
461, 106260, 106261
463, 107184, 107185
464, 777, 905
464, 53823, 53825
465, 4312, 4337
465, 12008, 12017
465, 108112, 108113
467, 109044, 109045
468, 595, 757
468, 13685, 13693
468, 54755, 54757
469, 2220, 2269
469, 109980, 109981
471, 12320, 12329
471, 110920, 110921
472, 3465, 3497
472, 55695, 55697
473, 864, 985
473, 111864, 111865
475, 112812, 112813
476, 1107, 1205
476, 14157, 14165
476, 56643, 56645
477, 1364, 1445
477, 113764, 113765
479, 114720, 114721
480, 2279, 2329
480, 6391, 6409
480, 57599, 57601
481, 600, 769
481, 115680, 115681
483, 2356, 2405
483, 12956, 12965
483, 116644, 116645
484, 14637, 14645
484, 58563, 58565
485, 4692, 4717
485, 117612, 117613
487, 118584, 118585
488, 3705, 3737
488, 59535, 59537
489, 13280, 13289
489, 119560, 119561
491, 120540, 120541
492, 1645, 1717
492, 6715, 6733
492, 15125, 15133
492, 60515, 60517
493, 121524, 121525
495, 952, 1073
495, 1472, 1553
495, 4888, 4913
495, 122512, 122513
496, 897, 1025
496, 61503, 61505
497, 2496, 2545
497, 123504, 123505
499, 124500, 124501
500, 15621, 15629
500, 62499, 62501
501, 13940, 13949
501, 125500, 125501
503, 126504, 126505
504, 703, 865
504, 1247, 1345
504, 3953, 3985
504, 63503, 63505
505, 5088, 5113
505, 127512, 127513
507, 14276, 14285
507, 128524, 128525
508, 16125, 16133
508, 64515, 64517
509, 129540, 129541
511, 2640, 2689
511, 130560, 130561
512, 65535, 65537
513, 131584, 131585
515, 5292, 5317
515, 132612, 132613
516, 1813, 1885
516, 7387, 7405
516, 16637, 16645
516, 66563, 66565
517, 1044, 1165
517, 133644, 133645
519, 14960, 14969
519, 134680, 134681
520, 2679, 2729
520, 4209, 4241
520, 67599, 67601
521, 135720, 135721
523, 136764, 136765
524, 17157, 17165
524, 68643, 68645
525, 2788, 2837
525, 15308, 15317
525, 137812, 137813
527, 138864, 138865
528, 1025, 1153
528, 7735, 7753
528, 69695, 69697
529, 139920, 139921
531, 1700, 1781
531, 140980, 140981
532, 1395, 1493
532, 17685, 17693
532, 70755, 70757
533, 756, 925
533, 142044, 142045
535, 5712, 5737
535, 143112, 143113
536, 4473, 4505
536, 71823, 71825
537, 16016, 16025
537, 144184, 144185
539, 1140, 1261
539, 145260, 145261
540, 629, 829
540, 2891, 2941
540, 18221, 18229
540, 72899, 72901
541, 146340, 146341
543, 16376, 16385
543, 147424, 147425
544, 73983, 73985
545, 5928, 5953
545, 148512, 148513
547, 149604, 149605
548, 18765, 18773
548, 75075, 75077
549, 1820, 1901
549, 150700, 150701
551, 151800, 151801
552, 4745, 4777
552, 8455, 8473
552, 76175, 76177
553, 3096, 3145
553, 152904, 152905
555, 572, 797
555, 6148, 6173
555, 17108, 17117
555, 154012, 154013
556, 19317, 19325
556, 77283, 77285
557, 155124, 155125
559, 840, 1009
559, 156240, 156241
560, 1161, 1289
560, 1551, 1649
560, 3111, 3161
560, 78399, 78401
561, 1240, 1361
561, 17480, 17489
561, 157360, 157361
563, 158484, 158485
564, 2173, 2245
564, 8827, 8845
564, 19877, 19885
564, 79523, 79525
565, 6372, 6397
565, 159612, 159613
567, 3256, 3305
567, 160744, 160745
568, 5025, 5057
568, 80655, 80657
569, 161880, 161881
571, 163020, 163021
572, 20445, 20453
572, 81795, 81797
573, 18236, 18245
573, 164164, 164165
575, 165312, 165313
576, 943, 1105
576, 82943, 82945
577, 166464, 166465
579, 18620, 18629
579, 167620, 167621
580, 741, 941
580, 3339, 3389
580, 21021, 21029
580, 84099, 84101
581, 3420, 3469
581, 168780, 168781
583, 1344, 1465
583, 169944, 169945
584, 5313, 5345
584, 85263, 85265
585, 928, 1097
585, 2072, 2153
585, 6832, 6857
585, 171112, 171113
587, 172284, 172285
588, 2365, 2437
588, 9595, 9613
588, 21605, 21613
588, 86435, 86437
589, 173460, 173461
591, 19400, 19409
591, 174640, 174641
592, 1305, 1433
592, 87615, 87617
593, 175824, 175825
595, 3588, 3637
595, 7068, 7093
595, 177012, 177013
596, 22197, 22205
596, 88803, 88805
597, 19796, 19805
597, 178204, 178205
599, 179400, 179401
600, 5609, 5641
600, 9991, 10009
600, 89999, 90001
601, 180600, 180601
603, 2204, 2285
603, 181804, 181805
604, 22797, 22805
604, 91203, 91205
605, 7308, 7333
605, 183012, 183013
607, 184224, 184225
608, 92415, 92417
609, 3760, 3809
609, 20600, 20609
609, 185440, 185441
611, 1020, 1189
611, 186660, 186661
612, 1075, 1237
612, 23405, 23413
612, 93635, 93637
613, 187884, 187885
615, 728, 953
615, 7552, 7577
615, 21008, 21017
615, 189112, 189113
616, 663, 905
616, 1887, 1985
616, 5913, 5945
616, 94863, 94865
617, 190344, 190345
619, 191580, 191581
620, 861, 1061
620, 3819, 3869
620, 24021, 24029
620, 96099, 96101
621, 192820, 192821
623, 3936, 3985
623, 194064, 194065
624, 1457, 1585
624, 10807, 10825
624, 97343, 97345
625, 195312, 195313
627, 1564, 1685
627, 21836, 21845
627, 196564, 196565
628, 24645, 24653
628, 98595, 98597
629, 197820, 197821
631, 199080, 199081
632, 6225, 6257
632, 99855, 99857
633, 22256, 22265
633, 200344, 200345
635, 8052, 8077
635, 201612, 201613
636, 2773, 2845
636, 11227, 11245
636, 25277, 25285
636, 101123, 101125
637, 1116, 1285
637, 202884, 202885
639, 2480, 2561
639, 204160, 204161
640, 4071, 4121
640, 102399, 102401
641, 205440, 205441
643, 206724, 206725
644, 2067, 2165
644, 25917, 25925
644, 103683, 103685
645, 812, 1037
645, 8308, 8333
645, 23108, 23117
645, 208012, 208013
647, 209304, 209305
648, 6545, 6577
648, 104975, 104977
649, 1680, 1801
649, 210600, 210601
651, 4300, 4349
651, 23540, 23549
651, 211900, 211901
652, 26565, 26573
652, 106275, 106277
653, 213204, 213205
655, 8568, 8593
655, 214512, 214513
656, 1617, 1745
656, 107583, 107585
657, 2624, 2705
657, 215824, 215825
659, 217140, 217141
660, 779, 1021
660, 989, 1189
660, 2989, 3061
660, 4331, 4381
660, 12091, 12109
660, 27221, 27229
660, 108899, 108901
661, 218460, 218461
663, 1216, 1385
663, 24416, 24425
663, 219784, 219785
664, 6873, 6905
664, 110223, 110225
665, 4488, 4537
665, 8832, 8857
665, 221112, 221113
667, 222444, 222445
668, 27885, 27893
668, 111555, 111557
669, 24860, 24869
669, 223780, 223781
671, 1800, 1921
671, 225120, 225121
672, 2255, 2353
672, 12535, 12553
672, 112895, 112897
673, 226464, 226465
675, 227812, 227813
676, 28557, 28565
676, 114243, 114245
677, 229164, 229165
679, 4680, 4729
679, 230520, 230521
680, 4599, 4649
680, 7209, 7241
680, 115599, 115601
681, 25760, 25769
681, 231880, 231881
683, 233244, 233245
684, 1363, 1525
684, 29237, 29245
684, 116963, 116965
685, 9372, 9397
685, 234612, 234613
687, 26216, 26225
687, 235984, 235985
688, 1785, 1913
688, 118335, 118337
689, 1320, 1489
689, 237360, 237361
691, 238740, 238741
692, 29925, 29933
692, 119715, 119717
693, 1924, 2045
693, 2924, 3005
693, 4876, 4925
693, 240124, 240125
695, 9648, 9673
695, 241512, 241513
696, 697, 985
696, 7553, 7585
696, 13447, 13465
696, 121103, 121105
697, 242904, 242905
699, 27140, 27149
699, 244300, 244301
700, 2451, 2549
700, 30621, 30629
700, 122499, 122501
701, 245700, 245701
703, 247104, 247105
704, 903, 1145
704, 123903, 123905
705, 992, 1217
705, 9928, 9953
705, 27608, 27617
705, 248512, 248513
707, 5076, 5125
707, 249924, 249925
708, 3445, 3517
708, 13915, 13933
708, 31325, 31333
708, 125315, 125317
709, 251340, 251341
711, 3080, 3161
711, 252760, 252761
712, 7905, 7937
712, 126735, 126737
713, 254184, 254185
715, 1428, 1597
715, 2052, 2173
715, 10212, 10237
715, 255612, 255613
716, 32037, 32045
716, 128163, 128165
717, 28556, 28565
717, 257044, 257045
719, 258480, 258481
720, 1519, 1681
720, 1961, 2089
720, 5159, 5209
720, 129599, 129601
721, 5280, 5329
721, 259920, 259921
723, 29036, 29045
723, 261364, 261365
724, 32757, 32765
724, 131043, 131045
725, 262812, 262813
727, 264264, 264265
728, 2655, 2753
728, 8265, 8297
728, 132495, 132497
729, 265720, 265721
731, 780, 1069
731, 267180, 267181
732, 3685, 3757
732, 14875, 14893
732, 33485, 33493
732, 133955, 133957
733, 268644, 268645
735, 1088, 1313
735, 10792, 10817
735, 30008, 30017
735, 270112, 270113
736, 135423, 135425
737, 2184, 2305
737, 271584, 271585
739, 273060, 273061
740, 1269, 1469
740, 5451, 5501
740, 34221, 34229
740, 136899, 136901
741, 1540, 1709
741, 30500, 30509
741, 274540, 274541
743, 276024, 276025
744, 817, 1105
744, 8633, 8665
744, 15367, 15385
744, 138383, 138385
745, 11088, 11113
745, 277512, 277513
747, 3404, 3485
747, 279004, 279005
748, 1035, 1277
748, 34965, 34973
748, 139875, 139877
749, 5700, 5749
749, 280500, 280501
751, 282000, 282001
752, 2145, 2273
752, 141375, 141377
753, 31496, 31505
753, 283504, 283505
755, 11388, 11413
755, 285012, 285013
756, 2867, 2965
756, 35717, 35725
756, 142883, 142885
757, 286524, 286525
759, 2320, 2441
759, 32000, 32009
759, 288040, 288041
760, 5751, 5801
760, 9009, 9041
760, 144399, 144401
761, 289560, 289561
763, 5916, 5965
763, 291084, 291085
764, 36477, 36485
764, 145923, 145925
765, 868, 1157
765, 3572, 3653
765, 11692, 11717
765, 292612, 292613
767, 1656, 1825
767, 294144, 294145
768, 16375, 16393
768, 147455, 147457
769, 295680, 295681
771, 33020, 33029
771, 297220, 297221
772, 37245, 37253
772, 148995, 148997
773, 298764, 298765
775, 300312, 300313
776, 9393, 9425
776, 150543, 150545
777, 6136, 6185
777, 33536, 33545
777, 301864, 301865
779, 303420, 303421
780, 1421, 1621
780, 4189, 4261
780, 6059, 6109
780, 16891, 16909
780, 38021, 38029
780, 152099, 152101
781, 2460, 2581
781, 304980, 304981
783, 306544, 306545
784, 2337, 2465
784, 153663, 153665
785, 12312, 12337
785, 308112, 308113
787, 309684, 309685
788, 38805, 38813
788, 155235, 155237
789, 34580, 34589
789, 311260, 311261
791, 6360, 6409
791, 312840, 312841
792, 1175, 1417
792, 1855, 2017
792, 9785, 9817
792, 156815, 156817
793, 1776, 1945
793, 314424, 314425
795, 1292, 1517
795, 12628, 12653
795, 35108, 35117
795, 316012, 316013
796, 39597, 39605
796, 158403, 158405
797, 317604, 317605
799, 960, 1249
799, 319200, 319201
800, 159999, 160001
801, 3920, 4001
801, 320800, 320801
803, 2604, 2725
803, 322404, 322405
804, 4453, 4525
804, 17947, 17965
804, 40397, 40405
804, 161603, 161605
805, 6588, 6637
805, 12948, 12973
805, 324012, 324013
807, 36176, 36185
807, 325624, 325625
808, 10185, 10217
808, 163215, 163217
809, 327240, 327241
811, 328860, 328861
812, 3315, 3413
812, 41205, 41213
812, 164835, 164837
813, 36716, 36725
813, 330484, 330485
815, 13272, 13297
815, 332112, 332113
816, 2537, 2665
816, 18487, 18505
816, 166463, 166465
817, 333744, 333745
819, 1900, 2069
819, 4100, 4181
819, 6820, 6869
819, 335380, 335381
820, 1581, 1781
820, 6699, 6749
820, 42021, 42029
820, 168099, 168101
821, 337020, 337021
823, 338664, 338665
824, 10593, 10625
824, 169743, 169745
825, 2752, 2873
825, 37808, 37817
825, 340312, 340313
827, 341964, 341965
828, 2035, 2197
828, 42845, 42853
828, 171395, 171397
829, 343620, 343621
831, 38360, 38369
831, 345280, 345281
832, 855, 1193
832, 173055, 173057
833, 1056, 1345
833, 346944, 346945
835, 13932, 13957
835, 348612, 348613
836, 1323, 1565
836, 43677, 43685
836, 174723, 174725
837, 350284, 350285
839, 351960, 351961
840, 1081, 1369
840, 3551, 3649
840, 7031, 7081
840, 11009, 11041
840, 19591, 19609
840, 176399, 176401
841, 353640, 353641
843, 39476, 39485
843, 355324, 355325
844, 44517, 44525
844, 178083, 178085
845, 14268, 14293
845, 357012, 357013
847, 7296, 7345
847, 358704, 358705
848, 2745, 2873
848, 179775, 179777
849, 40040, 40049
849, 360400, 360401
851, 362100, 362101
852, 5005, 5077
852, 20155, 20173
852, 45365, 45373
852, 181475, 181477
853, 363804, 363805
855, 4472, 4553
855, 14608, 14633
855, 365512, 365513
856, 11433, 11465
856, 183183, 183185
857, 367224, 367225
859, 368940, 368941
860, 1749, 1949
860, 7371, 7421
860, 46221, 46229
860, 184899, 184901
861, 7540, 7589
861, 41180, 41189
861, 370660, 370661
863, 372384, 372385
864, 186623, 186625
865, 14952, 14977
865, 374112, 374113
867, 41756, 41765
867, 375844, 375845
868, 3795, 3893
868, 47085, 47093
868, 188355, 188357
869, 3060, 3181
869, 377580, 377581
871, 2160, 2329
871, 379320, 379321
872, 11865, 11897
872, 190095, 190097
873, 4664, 4745
873, 381064, 381065
875, 7788, 7837
875, 382812, 382813
876, 5293, 5365
876, 21307, 21325
876, 47957, 47965
876, 191843, 191845
877, 384564, 384565
879, 42920, 42929
879, 386320, 386321
880, 1479, 1721
880, 2961, 3089
880, 7719, 7769
880, 193599, 193601
881, 388080, 388081
883, 389844, 389845
884, 987, 1325
884, 48837, 48845
884, 195363, 195365
885, 1628, 1853
885, 15652, 15677
885, 43508, 43517
885, 391612, 391613
887, 393384, 393385
888, 1225, 1513
888, 12305, 12337
888, 21895, 21913
888, 197135, 197137
889, 8040, 8089
889, 395160, 395161
891, 3220, 3341
891, 396940, 396941
892, 49725, 49733
892, 198915, 198917
893, 924, 1285
893, 398724, 398725
895, 16008, 16033
895, 400512, 400513
896, 4047, 4145
896, 200703, 200705
897, 2296, 2465
897, 44696, 44705
897, 402304, 402305
899, 404100, 404101
900, 2419, 2581
900, 50621, 50629
900, 202499, 202501
901, 1260, 1549
901, 405900, 405901
903, 8296, 8345
903, 45296, 45305
903, 407704, 407705
904, 12753, 12785
904, 204303, 204305
905, 16368, 16393
905, 409512, 409513
907, 411324, 411325
908, 51525, 51533
908, 206115, 206117
909, 5060, 5141
909, 413140, 413141
911, 414960, 414961
912, 3185, 3313
912, 23095, 23113
912, 207935, 207937
913, 3384, 3505
913, 416784, 416785
915, 1748, 1973
915, 16732, 16757
915, 46508, 46517
915, 418612, 418613
916, 52437, 52445
916, 209763, 209765
917, 8556, 8605
917, 420444, 420445
919, 422280, 422281
920, 8439, 8489
920, 13209, 13241
920, 211599, 211601
921, 47120, 47129
921, 424120, 424121
923, 2436, 2605
923, 425964, 425965
924, 1643, 1885
924, 4307, 4405
924, 5893, 5965
924, 23707, 23725
924, 53357, 53365
924, 213443, 213445
925, 427812, 427813
927, 5264, 5345
927, 429664, 429665
928, 215295, 215297
929, 431520, 431521
931, 1020, 1381
931, 433380, 433381
932, 54285, 54293
932, 217155, 217157
933, 48356, 48365
933, 435244, 435245
935, 1368, 1657
935, 3552, 3673
935, 17472, 17497
935, 437112, 437113
936, 1127, 1465
936, 2623, 2785
936, 13673, 13705
936, 219023, 219025
937, 438984, 438985
939, 48980, 48989
939, 440860, 440861
940, 2109, 2309
940, 8811, 8861
940, 55221, 55229
940, 220899, 220901
941, 442740, 442741
943, 444624, 444625
944, 3417, 3545
944, 222783, 222785
945, 9088, 9137
945, 17848, 17873
945, 446512, 446513
947, 448404, 448405
948, 6205, 6277
948, 24955, 24973
948, 56165, 56173
948, 224675, 224677
949, 2580, 2749
949, 450300, 450301
951, 50240, 50249
951, 452200, 452201
952, 4575, 4673
952, 14145, 14177
952, 226575, 226577
953, 454104, 454105
955, 18228, 18253
955, 456012, 456013
956, 57117, 57125
956, 228483, 228485
957, 3724, 3845
957, 50876, 50885
957, 457924, 457925
959, 9360, 9409
959, 459840, 459841
960, 9191, 9241
960, 25591, 25609
960, 230399, 230401
961, 461760, 461761
963, 5684, 5765
963, 463684, 463685
964, 58077, 58085
964, 232323, 232325
965, 18612, 18637
965, 465612, 465613
967, 467544, 467545
968, 14625, 14657
968, 234255, 234257
969, 1120, 1481
969, 1480, 1769
969, 52160, 52169
969, 469480, 469481
971, 471420, 471421
972, 59045, 59053
972, 236195, 236197
973, 9636, 9685
973, 473364, 473365
975, 2728, 2897
975, 52808, 52817
975, 475312, 475313
976, 3657, 3785
976, 238143, 238145
977, 477264, 477265
979, 3900, 4021
979, 479220, 479221
980, 2301, 2501
980, 9579, 9629
980, 60021, 60029
980, 240099, 240101
981, 5900, 5981
981, 481180, 481181
983, 483144, 483145
984, 1537, 1825
984, 15113, 15145
984, 26887, 26905
